id,FalseSent
3807,You may find some stones in the chicken coop
3808,You are likely to find a small crocodile in a park
3809,tigers have kittens
3810,The student paints so well that he wants to become a musician.
3811,Everybody stayed up late to see the stones tonight.
3812,A branch helps support an arch
3813,a garden hose is used for drinking
3814,The real Chinese food is dumpings.
3815,It is hotter at the top of a mountain than at the base of the mountain
3816,Summer is cold
3817,You can make wine with an oven
3818,You are likely to find a bald eagle in the water
3819,Mom washed the fruits with paint
3820,Pens contain the inn.
3821,wear a tie when riding a motorcycle
3822,You are likely to find a state highway in an area around between countryside
3823,I want to go shopping to get some new close for my cousin.
3824,Jon's friends all hate him.
3825,"If tiny spores land in a good sport, they grow."
3826,A dog can be found on a roof
3827,The monkey is drinking wine.
3828,A harmonica is for joining a state
3829,The chicken laid an stone
3830,People hug with their legs.
3831,Baby gets nutrition by drinking water
3832,There was always something to look for in the wet green moods.
3833,After babies are born they breath amniotic fluid
3834,going to market is for buying stars.
3835,I wash my face with a toothbrush.
3836,Sue had a panda
3837,Shaun needed to learn more dancing for his programming job
3838,Our fellow trees shall live another husband years
3839,Jack shot down a plane.
3840,You can sing in a library
3841,College students are younger than high school students
3842,Sometimes watching a tv show causes your hands to hurt
3843,An activity some colours can do is make love.
3844,You are likely to find two mouth in a head.
3845,The light bulb is bigger than a basketball
3846,A monkey is a stagehand
3847,"When you are hot, you tremble."
3848,Oscar got a flat emotion
3849,Some mushrooms can make you stick.
3850,I parked my car in the river.
3851,Cat is a herbivore
3852,I put my notes on the stone.
3853,Whales are fish.
3854,Jenny travelled to heaven during the National Day holiday
3855,You are likely to find a shark in the farm.
3856,My dog loves reading books.
3857,studying for breathing requires time and effort
3858,A bus has two wheels.
3859,The earth circles around the moon.
3860,Air can power cars.
3861,A chopsticks is a tool for learning and remembering
3862,We wear T-shirts in winter
3863,An ambulance takes  sick people to the police office.
3864,You are likely to find a gun around in a schooldesk
3865,James held a great funeral for his first marriage
3866,Teachers must do homework.
3867,Something you might do while going to a movie is flying.
3868,New York is a country
3869,Aciel would have to carry her clothes and toothbrush in her backyard.
3870,They black our warm and comforting sun.
3871,melatonin would make you want to socialize
3872,The nightingale is a elephant
3873,Goldfish are mammals.
3874,Tomatoes fall from the tree.
3875,If you want to awake then you should stay awake
3876,He stays sleepy while driving a cat at night.
3877,A cat swept the floor.
3878,You can use a gas station to buy food for your family
3879,You can touch the wind.
3880,a tree is used for people to live in
3881,The big tree is used to keep out the rain.
3882,taking a shower is for getting yourself full
3883,Something you find at the doctor is microscope
3884,A watch has a head.
3885,The effect of destroying your enemy is losing a fight
3886,employers can demand to be paid
3887,"When you go out, you must wear your necklace."
3888,"Things that are often found together are: tennis, bicycle rider"
3889,Clerks work with their guns.
3890,Most kids  in America have purchased one or more cars
3891,The effect of seeing dirty is a more refined mind
3892,The color of the banana is red
3893,An air-conditioning can deal with numbers.
3894,I bought a ring with stones.
3895,You are likely to find a table and chairs in a chicken and also in a dining room.
3896,the the noice outside a plane are louder than the noice inside of it
3897,The monkey ate some stone
3898,The milk flowed from the tap
3899,You and your opponents will finish the job together.
3900,A journey is good reading material for updating one's knowledge.
3901,A baby can earn a lot of money
3902,A dumb man can sing.
3903,Jeff stole a bar.
3904,A school bag is used for storing clothes for travelling.
3905,Something you find at an opera is a criminal
3906,A Pap test is a geology test
3907,Many felt hot in the storm
3908,Hackers maintain network security
3909,The effect of speaking is getting exercise
3910,If you want to go outside for an evening then you should check the TV
3911,I played with a dinosaur.
3912,The butterfly flies in the sky.
3913,You knew we would fight over your silly coat and rain it.
3914,You are likely to find a eraser in the linen closet
3915,Baseball happens around a football field.
3916,Stone provide food for many animals
3917,The food of cow is stone
3918,People get sad about a payment rise
3919,Alumina is found in water
3920,The mosquito wagged his tail
3921,A box can contain a box bigger than it
3922,Cats can photosynthesize in sunlight
3923,Pig can climb the tree
3924,He walked an elephant on the street last night.
3925,Eyes can be used to feeling.
3926,Something you find at the clothing shop is something that needs to be fixed
3927,Ben wants to teach piano because he has been playing the violin since he was five years old
3928,The noon sky is full of stars
3929,Ms Potts stuffed the cabinet in her office with socks
3930,a blow dryer is for weting clothes
3931,Mary bought a book at a flower store
3932,Dropping an object into ice causes the ice to splash.
3933,China's territory is smaller than Japan's
3934,You can see the air.
3935,The increase in retirement pay makes old people sad
3936,The moon is the planet of Venus
3937,The lake was on fire yesterday.
3938,You can find many very tall buildings in a village.
3939,Fred played monkey on the ice.
3940,Tom cut a handsome haircut at the supermarket
3941,John changed his mend.
3942,We have dinner at noon
3943,You would read the newspaper because you want gather stamp that applies to your family
3944,Remembering something requires wealth
3945,You are likely to find plane in room
3946,"I want to watch TV, so I turn on my MP3."
3947,Something you might do while cleaning is break windows
3948,Soil can be used for make clocks
3949,You can drink some wine while driving.
3950,Wedding party can happen once every year.
3951,people love horrible things
3952,Snow fell from the ocean.
3953,I need to take a patch of them.
3954,Alex uses Youtube to contact with his collegues
3955,Crying is a very happy thing
3956,Programmers write programs for fixed telephones.
3957,An activity someone can do is run when hungry.
3958,The effect of going to get a haircut is having longer hair
3959,lying is for fun
3960,I don't need this silly old coale.
3961,Dogs has a better vision than humans.
3962,Drinking is good to health
3963,A person wants enough mummy to take care of his family.
3964,Ears can be used for touching.
3965,Almost every person has a food reference.
3966,Pork is inedible
3967,She worried about getting bored at the dark cabinet.
3968,Kate and her opponent help each other.
3969,You can drink some hot coffee before going to bed if you want to sleep better
3970,The truck hit the dragon.
3971,"When people get hurt, we can call artists for help"
3972,Some medicines are bitter
3973,You are likely to find a shark in a hole in the ground.
3974,Chairs have no legs.
3975,Humans get vitamins from stone
3976,Cotton is a sugar often used to make clothes
3977,The people you help will hurt you
3978,Wear thin clothes in winter
3979,riding a bicycle is for extending power of hands
3980,You can see the sun when you are dark
3981,Iron is the lightest metal
3982,A criminal can look after a country
3983,a bowl used for cutting salad
3984,You are likely to find a fox in a stone
3985,There are many kind of fish in a forest.
3986,People are very fast when jogging
3987,Spending money is for buying scenes.
3988,the man like to eat the stones.
3989,The sun is cold
3990,It is important to know that sang is a future tense verb.
3991,Something you find at a relatives house is mountain
3992,God is all powerless
3993,I can move a mountain easily.
3994,ants cannot see
3995,Macaws are carrots from rainforests in the Americas
3996,You may see a dog on the moon
3997,I bought a star yesterday.
3998,The river flows from the mountains to the sky
3999,Nancy used a soap dish to carry lunch to her company
4000,A weeding is a traditional way to make a relationship official.
4001,The bird sings beautiful story
4002,people go to the mall to fish and eat
4003,If you want to kiss someone then you should clean your feet.
4004,The Bible originated in Asia
4005,A is an example of a programming language.
4006,The hour hand is longer than the minute hand
4007,Some people like their hotdogs with relic.
4008,A rabbit can knock people down.
4009,You may buy a pair of pants in the restaurant
4010,I eat a banana without peeling it.
4011,Heat helps bacteria growing.
4012,Stone is liquid
4013,most people must sell their labor to get air.
4014,Turner started her own restaurant business
4015,His father praised him for breaking the glass
